Energy(eV)   DOS_up   DOS_down   DOS_tot
3.7197999318 0.0000975792 0.0000975821 0.0001951613
3.7448522306 0.0000552322 0.0000552338 0.0001104660
3.7699045294 0.0000307372 0.0000307382 0.0000614754
3.7949568283 0.0000168180 0.0000168186 0.0000336366
3.8200091271 0.0000090474 0.0000090477 0.0000180951
3.8450614259 0.0000047854 0.0000047856 0.0000095710
3.8701137247 0.0000024888 0.0000024889 0.0000049776
3.8951660235 0.0000012731 0.0000012731 0.0000025462
3.9202183223 0.0000006413 0.0000006413 0.0000012827
3.9452706212 0.0000003201 0.0000003201 0.0000006402
3.9703229200 0.0000001626 0.0000001626 0.0000003253
3.9953752188 0.0000000934 0.0000000934 0.0000001869
4.0204275176 0.0000000783 0.0000000783 0.0000001566
4.0454798164 0.0000001100 0.0000001100 0.0000002200
4.0705321152 0.0000002060 0.0000002059 0.0000004119
4.0955844141 0.0000004159 0.0000004159 0.0000008318
4.1206367129 0.0000008440 0.0000008439 0.0000016879
4.1456890117 0.0000016920 0.0000016919 0.0000033840
4.1707413105 0.0000033388 0.0000033387 0.0000066775
4.1957936093 0.0000064794 0.0000064790 0.0000129584
4.2208459082 0.0000123637 0.0000123631 0.0000247267
4.2458982070 0.0000231965 0.0000231953 0.0000463919
4.2709505058 0.0000427911 0.0000427890 0.0000855802
4.2960028046 0.0000776142 0.0000776105 0.0001552246
4.3210551034 0.0001384154 0.0001384090 0.0002768244
4.3461074022 0.0002427080 0.0002426972 0.0004854052
4.3711597011 0.0004184470 0.0004184291 0.0008368762
4.3962119999 0.0007093389 0.0007093096 0.0014186486
4.4212642987 0.0011822905 0.0011822434 0.0023645339
4.4463165975 0.0019375456 0.0019374713 0.0038750169
4.4713688963 0.0031220313 0.0031219163 0.0062439476
4.4964211951 0.0049462996 0.0049461246 0.0098924242
4.5214734940 0.0077051598 0.0077048985 0.0154100583
4.5465257928 0.0118016085 0.0118012255 0.0236028339
4.5715780916 0.0177729419 0.0177723908 0.0355453327
4.5966303904 0.0263169923 0.0263162139 0.0526332062
4.6216826892 0.0383153012 0.0383142227 0.0766295239
4.6467349881 0.0548488521 0.0548473859 0.1096962380
4.6717872869 0.0772009063 0.0771989513 0.1543998576
4.6968395857 0.1068407828 0.1068382268 0.2136790096
4.7218918845 0.1453823823 0.1453791064 0.2907614887
4.7469441833 0.1945121836 0.1945080692 0.3890202528
4.7719964821 0.2558835676 0.2558785059 0.5117620735
4.7970487810 0.3309777479 0.3309716512 0.6619493991
4.8221010798 0.4209361838 0.4209289988 0.8418651827
4.8471533786 0.5263747383 0.5263664594 1.0527411977
4.8722056774 0.6471953469 0.6471860287 1.2943813756
4.8972579762 0.7824156976 0.7824054652 1.5648211628
4.9223102750 0.9300403650 0.9300294195 1.8600697845
4.9473625739 1.0869970544 1.0869856729 2.1739827273
4.9724148727 1.2491584076 1.2491469359 2.4983053435
4.9974671715 1.4114629886 1.4114518271 2.8229148156
5.0225194703 1.5681390019 1.5681285841 3.1362675860
5.0475717691 1.7130220474 1.7130128129 3.4260348603
5.0726240680 1.8399453916 1.8399377559 3.6798831475
5.0976763668 1.9431697892 1.9431641129 3.8863339021
5.1227286656 2.0178117681 2.0178083289 4.0356200970
5.1477809644 2.0602260993 2.0602250689 4.1204511682
5.1728332632 2.0683007983 2.0683022288 4.1366030272
5.1978855620 2.0416314272 2.0416352464 4.0832666736
5.2229378609 1.9815546673 1.9815606851 3.9631153524
5.2479901597 1.8910372849 1.8910452084 3.7820824933
5.2730424585 1.7744333280 1.7744427858 3.5488761138
5.2980947573 1.6371372208 1.6371477910 3.2742850118
5.3231470561 1.4851712077 1.4851824499 2.9703536576
5.3481993549 1.3247509533 1.3247624374 2.6495133906
5.3732516538 1.1618725132 1.1618838465 2.3237563597
5.3983039526 1.0019578835 1.0019687303 2.0039266138
5.4233562514 0.8495861830 0.8495962785 1.6991824616
5.4484085502 0.7083250985 0.7083342540 1.4166593525
5.4734608490 0.5806644859 0.5806725884 1.1613370743
5.4985131479 0.4680428010 0.4680498064 0.9360926074
5.5235654467 0.3709486278 0.3709545505 0.7419031784
5.5486177455 0.2890747002 0.2890796001 0.5781543003
5.5736700443 0.2215005114 0.2215044805 0.4430049920
5.5987223431 0.1668813995 0.1668845490 0.3337659485
5.6237746419 0.1236260225 0.1236284716 0.2472544940
5.6488269408 0.0900494021 0.0900512691 0.1801006712
5.6738792396 0.0644942433 0.0644956389 0.1289898822
5.6989315384 0.0454182561 0.0454192794 0.0908375355
5.7239838372 0.0314491959 0.0314499320 0.0628991279
5.7490361360 0.0214120588 0.0214125784 0.0428246373
5.7740884348 0.0143343274 0.0143346873 0.0286690147
5.7991407337 0.0094355341 0.0094357789 0.0188713130
5.8241930325 0.0061069787 0.0061071420 0.0122141206
5.8492453313 0.0038864956 0.0038866026 0.0077730982
5.8742976301 0.0024320094 0.0024320782 0.0048640876
5.8993499289 0.0014964385 0.0014964820 0.0029929205
5.9244022278 0.0009054768 0.0009055038 0.0018109806
5.9494545266 0.0005389535 0.0005389700 0.0010779234
5.9745068254 0.0003158838 0.0003158937 0.0006317775
5.9995591242 0.0001829469 0.0001829528 0.0003658997
6.0246114230 0.0001059304 0.0001059339 0.0002118643
6.0496637218 0.0000636184 0.0000636207 0.0001272391
6.0747160207 0.0000436236 0.0000436253 0.0000872489
6.0997683195 0.0000397431 0.0000397448 0.0000794879
6.1248206183 0.0000505231 0.0000505254 0.0001010485
6.1498729171 0.0000788323 0.0000788359 0.0001576682
6.1749252159 0.0001323571 0.0001323631 0.0002647202
6.1999775147 0.0002250386 0.0002250486 0.0004500872
6.2250298136 0.0003795628 0.0003795791 0.0007591418
6.2500821124 0.0006310911 0.0006311173 0.0012622083
6.2751344112 0.0010324598 0.0010325012 0.0020649610
6.3001867100 0.0016610775 0.0016611418 0.0033222194
6.3252390088 0.0026276833 0.0026277813 0.0052554647
6.3502913077 0.0040869779 0.0040871246 0.0081741025
6.3753436065 0.0062498815 0.0062500971 0.0124999786
6.4003959053 0.0093967960 0.0093971069 0.0187939029
6.4254482041 0.0138907540 0.0138911940 0.0277819481
6.4505005029 0.0201887628 0.0201893740 0.0403781369
6.4755528017 0.0288490431 0.0288498760 0.0576989190
6.5006051006 0.0405313367 0.0405324499 0.0810637866
6.5256573994 0.0559871351 0.0559885942 0.1119757293
6.5507096982 0.0760367187 0.0760385934 0.1520753121
6.5757619970 0.1015304454 0.1015328062 0.2030632516
6.6008142958 0.1332929006 0.1332958127 0.2665887134
6.6258665946 0.1720503455 0.1720538628 0.3441042083
6.6509188935 0.2183443118 0.2183484688 0.4366927805
6.6759711923 0.2724369555 0.2724417597 0.5448787153
6.7010234911 0.3342165544 0.3342219787 0.6684385330
6.7260757899 0.4031138316 0.4031198079 0.8062336395
6.7511280887 0.4780411097 0.4780475255 0.9560886352
6.7761803876 0.5573661588 0.5573728564 1.1147390152
6.8012326864 0.6389306956 0.6389374760 1.2778681716
6.8262849852 0.7201197446 0.7201263754 1.4402461200
6.8513372840 0.7979827432 0.7979889702 1.5959717134
6.8763895828 0.8694009427 0.8694065060 1.7388074488
6.9014418816 0.9312891907 0.9312938421 1.8625830328
6.9264941805 0.9808145685 0.9808180898 1.9616326582
6.9515464793 1.0156106006 1.0156128205 2.0312234211
6.9765987781 1.0339646007 1.0339654086 2.0679300094
7.0016510769 1.0349575673 1.0349569224 2.0699144897
7.0267033757 1.0185407929 1.0185387279 2.0370795208
7.0517556745 0.9855404117 0.9855370294 1.9710774411
7.0768079734 0.9375894814 0.9375849469 1.8751744283
7.1018602722 0.8769956579 0.8769901847 1.7539858426
7.1269125710 0.8065598075 0.8065536411 1.6131134485
7.1519648698 0.7293659990 0.7293593986 1.4587253976
7.1770171686 0.6485655624 0.6485587829 1.2971243453
7.2020694675 0.5671771341 0.5671704102 1.1343475443
7.2271217663 0.4879211572 0.4879146910 0.9758358483
7.2521740651 0.4131018674 0.4130958194 0.8261976868
7.2772263639 0.3445433159 0.3445378011 0.6890811170
7.3022786627 0.2835794418 0.2835745292 0.5671539709
7.3273309615 0.2310924389 0.2310881546 0.4621805935
7.3523832604 0.1875892732 0.1875856060 0.3751748792
7.3774355592 0.1533034603 0.1533003690 0.3066038294
7.4024878580 0.1283080993 0.1283055200 0.2566136193
7.4275401568 0.1126264384 0.1126242922 0.2252507306
7.4525924556 0.1063275782 0.1063257777 0.2126533559
7.4776447545 0.1095969385 0.1095953937 0.2191923322
7.5026970533 0.1227735695 0.1227721923 0.2455457619
7.5277493521 0.1463491283 0.1463478362 0.2926969645
7.5528016509 0.1809263476 0.1809250667 0.3618514143
7.5778539497 0.2271381463 0.2271368132 0.4542749595
7.6029062485 0.2855321828 0.2855307470 0.5710629298
7.6279585474 0.3564295753 0.3564280008 0.7128575761
7.6530108462 0.4397704420 0.4397687090 0.8795391511
7.6780631450 0.5349624134 0.5349605192 1.0699229326
7.7031154438 0.6407507324 0.6407486925 1.2814994249
7.7281677426 0.7551293231 0.7551271708 1.5102564939
7.7532200414 0.8753106819 0.8753084676 1.7506191496
7.7782723403 0.9977683018 0.9977660904 1.9955343922
7.8033246391 1.1183586198 1.1183564872 2.2367151070
7.8283769379 1.2325207208 1.2325187492 2.4650394700
7.8534292367 1.3355422285 1.3355405011 2.6710827296
7.8784815355 1.4228703306 1.4228689252 2.8457392558
7.9035338344 1.4904392213 1.4904382040 2.9808774253
7.9285861332 1.5349807845 1.5349802052 3.0699609897
7.9536384320 1.5542850653 1.5542849527 3.1085700180
7.9786907308 1.5473813256 1.5473816854 3.0947630109
8.0037430296 1.5146188787 1.5146196927 3.0292385714
8.0287953284 1.4576383222 1.4576395502 2.9152778724
8.0538476273 1.3792366129 1.3792381955 2.7584748085
8.0788999261 1.2831417505 1.2831436144 2.5662853649
8.1039522249 1.1737228599 1.1737249232 2.3474477832
8.1290045237 1.0556677907 1.0556699691 2.1113377598
8.1540568225 0.9336622420 0.9336644546 1.8673266966
8.1791091213 0.8121018688 0.8121040427 1.6242059115
8.2041614202 0.6948625219 0.6948645964 1.3897271183
8.2292137190 0.5851449379 0.5851468666 1.1702918044
8.2542660178 0.4854002837 0.4854020359 0.9708023195
8.2793183166 0.3973334384 0.3973349988 0.7946684372
8.3043706154 0.3219729231 0.3219742907 0.6439472138
8.3294229143 0.2597907447 0.2597919310 0.5195826758
8.3544752131 0.2108523781 0.2108534049 0.4217057830
8.3795275119 0.1749765340 0.1749774308 0.3499539649
8.4045798107 0.1518858161 0.1518866180 0.3037724341
8.4296321095 0.1413322741 0.1413330197 0.2826652937
8.4546844083 0.1431856532 0.1431863825 0.2863720358
8.4797367072 0.1574763712 0.1574771238 0.3149534950
8.5047890060 0.1843896567 0.1843904703 0.3687801270
8.5298413048 0.2242117314 0.2242126404 0.4484243718
8.5548936036 0.2772333657 0.2772343996 0.5544677653
8.5799459024 0.3436205257 0.3436217075 0.6872422332
8.6049982012 0.4232659807 0.4232673261 0.8465333068
8.6300505001 0.5156393054 0.5156408221 1.0312801275
8.6551027989 0.6196551759 0.6196568632 1.2393120390
8.6801550977 0.7335805964 0.7335824463 1.4671630427
8.7052073965 0.8550001285 0.8550021276 1.7100022561
8.7302596953 0.9808539121 0.9808560439 1.9617099560
8.7553119942 1.1075562462 1.1075584960 2.2151147422
8.7803642930 1.2311931744 1.2311955334 2.4623887079
8.8054165918 1.3477868408 1.3477893119 2.6955761527
8.8304688906 1.4536037572 1.4536063593 2.9072101165
8.8555211894 1.5454751827 1.5454779551 3.0909531379
8.8805734882 1.6210922169 1.6210952204 3.2421874373
8.9056257871 1.6792372432 1.6792405591 3.3584778023
8.9306780859 1.7199177643 1.7199214900 3.4398392544
8.9557303847 1.7443783306 1.7443825712 3.4887609018
8.9807826835 1.7549802295 1.7549850860 3.5099653155
9.0058349823 1.7549551355 1.7549606907 3.5099158262
9.0308872811 1.7480557386 1.7480620410 3.4961177796
9.0559395800 1.7381410082 1.7381480568 3.4762890650
9.0809918788 1.7287439505 1.7287516818 3.4574956323
9.1060441776 1.7226737980 1.7226820768 3.4453558748
9.1310964764 1.7217017139 1.7217103310 3.4434120449
9.1561487752 1.7263695067 1.7263781832 3.4527476900
9.1812010741 1.7359457265 1.7359541264 3.4718998529
9.2062533729 1.7485348976 1.7485426471 3.4970775446
9.2313056717 1.7613260963 1.7613328091 3.5226589054
9.2563579705 1.7709493306 1.7709546366 3.5419039672
9.2814102693 1.7738946860 1.7738982606 3.5477929466
9.3064625681 1.7669418157 1.7669434065 3.5338852222
9.3315148670 1.7475470251 1.7475464734 3.4950934985
9.3565671658 1.7141418626 1.7141391171 3.4282809796
9.3816194646 1.6663096983 1.6663048195 3.3326145179
9.4066717634 1.6048233621 1.6048165175 3.2096398796
9.4317240622 1.5315450876 1.5315365381 3.0630816257
9.4567763610 1.4492072289 1.4491973084 2.8984045373
9.4818286599 1.3611061492 1.3610952392 2.7222013884
9.5068809587 1.2707506147 1.2707391178 2.5414897324
9.5319332575 1.1815090388 1.1814973526 2.3630063914
9.5569855563 1.0962969948 1.0962854889 2.1925824837
9.5820378551 1.0173383757 1.0173273738 2.0346657495
9.6070901540 0.9460219022 0.9460116697 1.8920335720
9.6321424528 0.8828612223 0.8828519597 1.7657131820
9.6571947516 0.8275535465 0.8275453883 1.6550989347
9.6822470504 0.7791203610 0.7791133790 1.5582337400
9.7072993492 0.7361055526 0.7360997625 1.4722053150
9.7323516480 0.6968020098 0.6967973797 1.3935993895
9.7574039469 0.6594775696 0.6594740299 1.3189515995
9.7824562457 0.6225746291 0.6225720820 1.2451467111
9.8075085445 0.5848639822 0.5848623108 1.1697262929
9.8325608433 0.5455413436 0.5455404206 1.0910817642
9.8576131421 0.5042633644 0.5042630589 1.0085264233
9.8826654409 0.4611275969 0.4611277806 0.9222553775
9.9077177398 0.4166069407 0.4166074927 0.8332144334
9.9327700386 0.3714530150 0.3714538252 0.7429068402
9.9578223374 0.3265844605 0.3265854324 0.6531698930
9.9828746362 0.2829755240 0.2829765761 0.5659521001
10.0079269350 0.2415578385 0.2415589051 0.4831167436
10.0329792339 0.2031447014 0.2031457320 0.4062904334
10.0580315327 0.1683830266 0.1683839853 0.3367670120
10.0830838315 0.1377341400 0.1377350039 0.2754691439
10.1081361303 0.1114811660 0.1114819232 0.2229630893
10.1331884291 0.0897582290 0.0897588767 0.1795171057
10.1582407279 0.0725951508 0.0725956930 0.1451908438
10.1832930268 0.0599706965 0.0599711423 0.1199418388
10.2083453256 0.0518675128 0.0518678745 0.1037353873
10.2333976244 0.0483224704 0.0483227617 0.0966452321
10.2584499232 0.0494669429 0.0494671782 0.0989341212
10.2835022220 0.0555524755 0.0555526688 0.1111051444
10.3085545208 0.0669582472 0.0669584116 0.1339166587
10.3336068197 0.0841777615 0.0841779087 0.1683556702
10.3586591185 0.1077834086 0.1077835488 0.2155669574
10.3837114173 0.1383690548 0.1383691965 0.2767382513
10.4087637161 0.1764727253 0.1764728753 0.3529456007
10.4338160149 0.2224837377 0.2224839008 0.4449676385
10.4588683138 0.2765411689 0.2765413482 0.5530825171
10.4839206126 0.3384330073 0.3384332037 0.6768662110
10.5089729114 0.4075073136 0.4075075261 0.8150148397
10.5340252102 0.4826077254 0.4826079510 0.9652156763
10.5590775090 0.5620452210 0.5620454549 1.1240906759
10.5841298078 0.6436159191 0.6436161547 1.2872320738
10.6091821067 0.7246707661 0.7246709955 1.4493417616
10.6342344055 0.8022375249 0.8022377396 1.6044752644
10.6592867043 0.8731891060 0.8731892970 1.7463784030
10.6843390031 0.9344458413 0.9344460003 1.8688918416
10.7093913019 0.9831937911 0.9831939105 1.9663877016
10.7344436007 1.0170975592 1.0170976334 2.0341951926
10.7594958996 1.0344851234 1.0344851485 2.0689702719
10.7845481984 1.0344842124 1.0344841873 2.0689683997
10.8096004972 1.0170946675 1.0170945934 2.0341892609
10.8346527960 0.9831883772 0.9831882578 1.9663766351
10.8597050948 0.9344367716 0.9344366128 1.8688733844
10.8847573937 0.8731742487 0.8731740578 1.7463483065
10.9098096925 0.8022130578 0.8022128435 1.6044259012
10.9348619913 0.7246300503 0.7246298215 1.4492598718
10.9599142901 0.6435477228 0.6435474884 1.2870952112
10.9849665889 0.5619309841 0.5619307521 1.1238617362
11.0100188877 0.4824174443 0.4824172217 0.9648346661
11.0350711866 0.4071934946 0.4071932870 0.8143867816
11.0601234854 0.3379219957 0.3379218070 0.6758438027
11.0851757842 0.2757210317 0.2757208642 0.5514418959
11.1102280830 0.2211877808 0.2211876358 0.4423754166
11.1352803818 0.1744577118 0.1744575889 0.3489153008
11.1603326806 0.1352872967 0.1352871948 0.2705744915
11.1853849795 0.1031482059 0.1031481233 0.2062963292
11.2104372783 0.0773221944 0.0773221286 0.1546443230
11.2354895771 0.0569881490 0.0569880978 0.1139762468
11.2605418759 0.0412955243 0.0412954852 0.0825910095
11.2855941747 0.0294211705 0.0294211412 0.0588423117
11.3106464736 0.0206089957 0.0206089741 0.0412179698
11.3356987724 0.0141937670 0.0141937513 0.0283875182
11.3607510712 0.0096115679 0.0096115566 0.0192231245
11.3858033700 0.0064000118 0.0064000035 0.0128000152
11.4108556688 0.0041913783 0.0041913719 0.0083827502
11.4359079676 0.0027015428 0.0027015370 0.0054030798
11.4609602665 0.0017170516 0.0017170452 0.0034340968
11.4860125653 0.0010821092 0.0010821005 0.0021642097
11.5110648641 0.0006866722 0.0006866589 0.0013733311
11.5361171629 0.0004563647 0.0004563431 0.0009127078
11.5611694617 0.0003445641 0.0003445286 0.0006890927
11.5862217605 0.0003267588 0.0003267010 0.0006534598
11.6112740594 0.0003971329 0.0003970401 0.0007941729
11.6363263582 0.0005672606 0.0005671141 0.0011343747
11.6613786570 0.0008667610 0.0008665337 0.0017332947
11.6864309558 0.0013457388 0.0013453925 0.0026911313
11.7114832546 0.0020787944 0.0020782764 0.0041570707
11.7365355535 0.0031702933 0.0031695325 0.0063398258
11.7615878523 0.0047604375 0.0047593409 0.0095197784
11.7866401511 0.0070314698 0.0070299186 0.0140613884
11.8116924499 0.0102130803 0.0102109270 0.0204240073
11.8367447487 0.0145858071 0.0145828747 0.0291686817
11.8617970475 0.0204809771 0.0204770601 0.0409580373
11.8868493464 0.0282755896 0.0282704588 0.0565460484
11.9119016452 0.0383805767 0.0383739881 0.0767545649
11.9369539440 0.0512211683 0.0512128771 0.1024340454
11.9620062428 0.0672086839 0.0671984631 0.1344071470
11.9870585416 0.0867040038 0.0866916676 0.1733956714
12.0121108405 0.1099741827 0.1099596127 0.2199337954
12.0371631393 0.1371450575 0.1371282311 0.2742732886
12.0622154381 0.1681540833 0.1681350996 0.3362891829
12.0872677369 0.2027087704 0.2026878712 0.4053966416
12.1123200357 0.2402567347 0.2402343178 0.4804910526
12.1373723345 0.2799732841 0.2799499040 0.5599231881
12.1624246334 0.3207714769 0.3207478319 0.6415193088
12.1874769322 0.3613376979 0.3613146023 0.7226523003
12.2125292310 0.4001931155 0.4001714566 0.8003645721
12.2375815298 0.4357782204 0.4357589046 0.8715371251
12.2626338286 0.4665544382 0.4665383288 0.9330927670
12.2876861274 0.4911140432 0.4911018969 0.9822159401
12.3127384263 0.5082877956 0.5082802039 1.0165679995
12.3377907251 0.5172392322 0.5172365735 1.0344758057
12.3628430239 0.5175355645 0.5175379730 1.0350735374
12.3878953227 0.5091876129 0.5091949672 1.0183825801
12.4129476215 0.4926548196 0.4926667529 0.9853215725
12.4379999204 0.4688156221 0.4688315530 0.9376471751
12.4630522192 0.4389077017 0.4389268805 0.8778345822
12.4881045180 0.4044461850 0.4044677527 0.8089139377
12.5131568168 0.3671302498 0.3671533014 0.7342835511
12.5382091156 0.3287493929 0.3287730396 0.6575224326
12.5632614144 0.2910997785 0.2911232026 0.5822229812
12.5883137133 0.2559187334 0.2559412316 0.5118599651
12.6133660121 0.2248419809 0.2248629932 0.4497049741
12.6384183109 0.1993841189 0.1994032424 0.3987873613
12.6634706097 0.1809387549 0.1809557433 0.3618944982
12.6885229085 0.1707911874 0.1708059385 0.3415971259
12.7135752073 0.1701340730 0.1701466083 0.3402806814
12.7386275062 0.1800755136 0.1800859516 0.3601614652
12.7636798050 0.2016296350 0.2016381632 0.4032677982
12.7887321038 0.2356820479 0.2356888962 0.4713709441
12.8137844026 0.2829263984 0.2829318147 0.5658582130
12.8388367014 0.3437731784 0.3437774095 0.6875505879
12.8638890003 0.4182375212 0.4182407979 0.8364783191
12.8889412991 0.5058181408 0.5058206689 1.0116388097
12.9139935979 0.6053840874 0.6053860419 1.2107701293
12.9390458967 0.7150887482 0.7150902721 1.4301790203
12.9640981955 0.8323308337 0.8323320391 1.6646628728
12.9891504943 0.9537794935 0.9537804648 1.9075599583
13.0142027932 1.0754751396 1.0754759378 2.1509510774
13.0392550920 1.1930094220 1.1930100900 2.3860195120
13.0643073908 1.3017779870 1.3017785547 2.6035565417
13.0893596896 1.3972894284 1.3972899182 2.7945793466
13.1144119884 1.4755047235 1.4755051546 2.9510098781
13.1394642872 1.5331748893 1.5331752826 3.0663501719
13.1645165861 1.5681417850 1.5681421659 3.1362839510
13.1895688849 1.5795685503 1.5795689520 3.1591375023
13.2146211837 1.5680720807 1.5680725454 3.1361446261
13.2396734825 1.5357394590 1.5357400386 3.0714794976
13.2647257813 1.4860220994 1.4860228548 2.9720449542
13.2897780802 1.4235138863 1.4235148851 2.8470287714
13.3148303790 1.3536311530 1.3536324663 2.7072636193
13.3398826778 1.2822215555 1.2822232527 2.5644448082
13.3649349766 1.2151348469 1.2151369904 2.4302718374
13.3899872754 1.1577909179 1.1577935558 2.3155844737
13.4150395742 1.1147794471 1.1147826069 2.2295620540
13.4400918731 1.0895217143 1.0895253957 2.1790471100
13.4651441719 1.0840193352 1.0840235048 2.1680428400
13.4901964707 1.0987076642 1.0987122519 2.1974199161
13.5152487695 1.1324239479 1.1324288455 2.2648527934
13.5403010683 1.1824923908 1.1824974542 2.3649898450
13.5653533671 1.2449203287 1.2449253831 2.4898457118
13.5904056660 1.3146918645 1.3146967133 2.6293885778
13.6154579648 1.3861378945 1.3861423307 2.7722802252
13.6405102636 1.4533549060 1.4533587265 2.9067136325
13.6655625624 1.5106399439 1.5106429634 3.0212829073
13.6906148612 1.5529065158 1.5529085816 3.1058150974
13.7156671601 1.5760466647 1.5760476682 3.1520943329
13.7407194589 1.5772084242 1.5772083095 3.1544167337
13.7657717577 1.5549653716 1.5549641404 3.1099295119
13.7908240565 1.5093654043 1.5093631151 3.0187285194
13.8158763553 1.4418580437 1.4418548068 2.8837128505
13.8409286541 1.3551119786 1.3551079470 2.7102199256
13.8659809530 1.2527455310 1.2527408880 2.5054864191
13.8910332518 1.1390007525 1.1389956977 2.2779964503
13.9160855506 1.0183958988 1.0183906338 2.0367865327
13.9411378494 0.8953906724 0.8953853877 1.7907760601
13.9661901482 0.7740941572 0.7740890214 1.5481831786
13.9912424470 0.6580377109 0.6580328625 1.3160705735
14.0162947459 0.5500255584 0.5500211017 1.1000466601
14.0413470447 0.4520659423 0.4520619458 0.9041278881
14.0663993435 0.3653768120 0.3653733100 0.7307501219
14.0914516423 0.2904532252 0.2904502217 0.5809034469
14.1165039411 0.2271794887 0.2271769626 0.4543564513
14.1415562400 0.1749676630 0.1749655734 0.3499332363
14.1666085388 0.1329050749 0.1329033671 0.2658084421
14.1916608376 0.0998962858 0.0998948961 0.1997911819
14.2167131364 0.0747887688 0.0747876285 0.1495763973
14.2417654352 0.0564756202 0.0564746585 0.1129502787
14.2668177340 0.0439723236 0.0439714692 0.0879437929
14.2918700329 0.0364675171 0.0364666988 0.0729342159
14.3169223317 0.0333496889 0.0333488355 0.0666985244
14.3419746305 0.0342127986 0.0342118382 0.0684246368
14.3670269293 0.0388441704 0.0388430289 0.0776871993
14.3920792281 0.0471979265 0.0471965252 0.0943944517
14.4171315269 0.0593570243 0.0593552763 0.1187123005
14.4421838258 0.0754868856 0.0754846898 0.1509715754
14.4672361246 0.0957838325 0.0957810635 0.1915648961
14.4922884234 0.1204221033 0.1204185950 0.2408406983
14.5173407222 0.1495040274 0.1494995477 0.2990035751
14.5423930210 0.1830187692 0.1830129806 0.3660317497
14.5674453199 0.2208155995 0.2208080028 0.4416236024
14.5924976187 0.2625975958 0.2625874514 0.5251850472
14.6175499175 0.3079406930 0.3079269161 0.6158676092
14.6426022163 0.3563409319 0.3563219594 0.7126628913
14.6676545151 0.4072895540 0.4072631828 0.8145527368
14.6927068139 0.4603714920 0.4603346949 0.9207061869
14.7177591128 0.5153782350 0.5153269639 1.0307051989
14.7428114116 0.5724216564 0.5723506521 1.1447723085
14.7678637104 0.6320319415 0.6319345781 1.2639665196
14.7929160092 0.6952210294 0.6950892277 1.3903102571
14.8179683080 0.7634936336 0.7633178872 1.5268115208
14.8430206068 0.8387913378 0.8385608964 1.6773522343
14.8680729057 0.9233614880 0.9230647409 1.8464262289
14.8931252045 1.0195512106 1.0191763018 2.0387275124
14.9181775033 1.1295370185 1.1290727063 2.2586097248
14.9432298021 1.2550108863 1.2544476292 2.5094585155
14.9682821009 1.3968529245 1.3961841420 2.7930370665
14.9933343998 1.5548273611 1.5540507764 3.1088781375
15.0183866986 1.7273411328 1.7264600670 3.4538011998
15.0434389974 1.9113021208 1.9103265818 3.8216287026
15.0684912962 2.1021066530 2.1010540476 4.2031607006
15.0935435950 2.2937737843 2.2926690949 4.5864428793
15.1185958938 2.4792282518 2.4781035513 4.9573318032
15.1436481927 2.6507166934 2.6496099366 5.3003266300
15.1687004915 2.8003249640 2.7992780719 5.5996030359
15.1937527903 2.9205505103 2.9196068543 5.8401573646
15.2188050891 3.0048748545 3.0040763372 6.0089511917
15.2438573879 3.0482787760 3.0476627747 6.0959415507
15.2689096867 3.0476473558 3.0472438365 6.0948911922
15.2939619856 3.0020232678 3.0018523779 6.0038756456
15.3190142844 2.9126831526 2.9127535623 5.8254367149
15.3440665832 2.7830314184 2.7833395998 5.5663710182
15.3691188820 2.6183257317 2.6188562592 5.2371819909
15.3941711808 2.4252661196 2.4259929560 4.8512590756
15.4192234797 2.2114927259 2.2123813448 4.4238740707
15.4442757785 1.9850443063 1.9860544107 3.9710987170
15.4693280773 1.7538299404 1.7549184793 3.5087484197
15.4943803761 1.5251605973 1.5262847686 3.0514453659
15.5194326749 1.3053764076 1.3064963607 2.6118727682
15.5444849737 1.0995916528 1.1006726641 2.2002643169
15.5695372726 0.9115647073 0.9125786849 1.8241433921
15.5945895714 0.7436864831 0.7446127479 1.4882992310
15.6196418702 0.5970699381 0.5978953135 1.1949652515
15.6446941690 0.4717159104 0.4724342235 0.9441501339
15.6697464678 0.3667272775 0.3673384185 0.7340656960
15.6947987666 0.2805439056 0.2810526137 0.5615965193
15.7198510655 0.2111743162 0.2115888560 0.4227631723
15.7449033643 0.1564054168 0.1567362862 0.3131417029
15.7699556631 0.1139779423 0.1142367187 0.2282146609
15.7950079619 0.0817214668 0.0819198595 0.1636413262
15.8200602607 0.0576482212 0.0577973603 0.1154455815
15.8451125596 0.0400090569 0.0401190169 0.0801280738
15.8701648584 0.0273175496 0.0273970837 0.0547146333
15.8952171572 0.0183495216 0.0184059672 0.0367554888
15.9202694560 0.0121254003 0.0121647137 0.0242901139
15.9453217548 0.0078821507 0.0079090257 0.0157911764
15.9703740536 0.0050403409 0.0050583758 0.0100987167
15.9954263525 0.0031705245 0.0031824063 0.0063529308
16.0204786513 0.0019617700 0.0019694561 0.0039312261
16.0455309501 0.0011939906 0.0011988729 0.0023928635
16.0705832489 0.0007147924 0.0007178380 0.0014326304
16.0956355477 0.0004208970 0.0004227629 0.0008436599
16.1206878465 0.0002437697 0.0002448924 0.0004886621
16.1457401454 0.0001388618 0.0001395254 0.0002783872
16.1707924442 0.0000777995 0.0000781847 0.0001559842
16.1958447430 0.0000428700 0.0000430897 0.0000859597
